Model,WE7562
BlockNumber,1
BlockSize,15262              
12321,5720818430,2437
12322,5720950265,2883
12323,5721099411,777
12324,5721550258,610
12325,5721649504,2789
12326,5721944262,2501
12327,5721988964,2485
12328,5723130548,2873
12329,5723140048,2823
12330,5723153761,2944
12331,5724055850,2903
12332,5724835049,2409
12333,5724942240,2415
12334,5725078839,776
12335,5725948235,2442
12336,5725999339,2869
12337,5727297898,2487
12338,5728299011,2459
12339,5728758924,2443
12340,5729071841,1598
12341,5729081340,2443
12342,5729284717,2428
12343,5729518855,2463
12344,5729652014,2530
12345,5730171572,2046
12346,5730984614,3040
12347,5732474286,2821
12348,5733613298,2470
12349,5734161250,2480
12350,5734439483,2550
12351,5734845624,2854
12352,5735086411,2595
12353,5735343399,2854
12354,5735343819,2795
12355,5737060452,2516
12356,5737092325,1071
12357,5737407961,521
12358,5737630854,2501
12359,5737745959,2868
12360,5738306442,2581
12361,5738555159,2855
12362,5739169368,2422
12363,5739401456,2854
12364,5739476575,2451
12365,5739536806,2469
12366,5739569487,2499
12367,5739741528,2422
12368,5740450560,902
12369,5741112233,2975
12370,5741738695,2417
12371,5741832137,2821
12372,5741849756,688
12373,5742243047,2865
12374,5742383114,1325
12375,5743028833,3051
12376,5743074195,2824
12377,5744439465,2471
12378,5744484873,2915
12379,5744663335,3068
12380,5744862952,2388
12381,5745187299,2604
12382,5745648206,3037
12383,5746173297,2465
12384,5746208855,2842
12385,5746345810,2844
12386,5746807888,1516
12387,5747116422,2477
12388,5747347849,2457
12389,5747466900,1167
12390,5747531812,3025
12391,5747552517,716
12392,5748367520,2450
12393,5748660904,935
12394,5748737981,2480
12395,5749016755,2362
12396,5750480559,2808
12397,5750512250,2421
12398,5750760106,2354
12399,5752025111,2461
12400,5752268357,2488
12401,5752659592,2450
12402,5752929108,3044
12403,5752994416,2463
12404,5753308320,2484
12405,5753501314,2020
12406,5754160985,2816
12407,5754329272,2471
12408,5755420809,2727
12409,5755534641,2452
12410,5755912355,3063
12411,5757187167,2814
12412,5757860595,2481
12413,5758339834,1007
12414,5759071167,2429
12415,5760114093,1123
12416,5760260691,3025
12417,5761244741,2451
12418,5761445847,2887
12419,5761454060,2911
12420,5761857519,2456
12421,5762966411,2500
12422,5763762394,2822
12423,5764501423,583
12424,5764640088,2834
12425,5765003637,670
12426,5765079470,975
12427,5767015950,2225
12428,5767042879,2476
12429,5767366688,2538
12430,5767515052,660
12431,5767646371,2486
12432,5768526569,2256
12433,5769632076,2104
12434,5769743310,2440
12435,5769848121,2677
12436,5769890348,754
12437,5770038095,2737
12438,5770121667,2484
12439,5770329967,2833
12440,5770443799,2540
12441,5771237331,2826
12442,5772033707,2488
12443,5772302090,2499
12444,5772498569,509
12445,5772915607,1703
12446,5772999881,2887
12447,5773087169,2434
12448,5773090652,2853
12449,5774046200,572
12450,5774772026,2535
12451,5774841710,2473
12452,5774871336,2434
12453,5774965730,1703
12454,5775105760,2372
12455,5775427703,2472
12456,5775512443,2489
12457,5775593127,2856
12458,5776352427,1054
12459,5776416446,2465
12460,5776546165,2479
12461,5776736187,2472
12462,5777310937,2980
12463,5777508760,3043
12464,5778466761,2426
12465,5778709179,2856
12466,5778778013,2451
12467,5779370764,2452
12468,5779975737,2461
12469,5780017170,2795
12470,5780387171,2822
12471,5780492323,2798
12472,5780678699,641
12473,5781062673,2399
12474,5781671306,2451
12475,5781807591,2788
12476,5781813571,3059
12477,5782540350,2473
12478,5782591597,884
12479,5782719423,2519
12480,5783577798,2290
12481,5784007943,504
12482,5784008003,2463
12483,5784420453,2823
12484,5785099812,2431
12485,5785989357,2499
12486,5786155685,2852
12487,5787966249,2422
12488,5788125093,2380
12489,5788357007,1049
12490,5788479741,2810
12491,5789171983,2381
12492,5789296319,924
12493,5789876582,2416
12494,5790001526,2339
12495,5790257128,2376
12496,5792017394,2811
12497,5792680717,2500
12498,5792737607,2509
12499,5793184334,2935
12500,5793354393,2484
12501,5793596932,3064
12502,5793725100,2538
12503,5793928493,2452
12504,5793930087,2423
12505,5794014644,1161
12506,5794336973,2845
12507,5794414497,2914
12508,5794761973,2422
12509,5795214572,2424
12510,5795218693,2413
12511,5795224234,2477
12512,5795367128,2868
12513,5795992796,3050
12514,5796704029,2890
12515,5796760124,2805
12516,5797263402,2752
12517,5797649478,2478
12518,5797650792,534
12519,5797708842,2820
12520,5797739254,1044
12521,5798835946,2486
12522,5798848061,2867
12523,5798992843,2478
12524,5799300489,724
12525,5799561853,2447
12526,5799702973,2481
12527,5800171480,2378
12528,5800769812,951
12529,5801041810,2970
12530,5801501397,2885
12531,5801930486,3017
12532,5801955318,2520
12533,5802087308,2499
12534,5802467872,718
12535,5802644335,2722
12536,5803585237,2807
12537,5804454459,2443
12538,5804833804,2431
12539,5805136473,2116
12540,5805824205,2828
12541,5806778793,3064
12542,5807354775,791
12543,5808256929,2858
12544,5808963717,2853
12545,5809180754,2434
12546,5809346241,2457
12547,5809349769,2463
12548,5810572941,2352
12549,5812324447,934
12550,5812722210,2427
12551,5813146959,2513
12552,5813398353,2385
12553,5813649103,2724
12554,5813913170,2868
12555,5814627241,2443
12556,5815096972,2414
12557,5815256488,2541
12558,5815489083,1698
12559,5816187470,2257
12560,5816947359,2835
12561,5816963906,2769
12562,5817343711,2672
12563,5817668606,2830
12564,5817811918,2935
12565,5818872648,761
12566,5819606325,2810
12567,5819872318,521
12568,5819992968,2473
12569,5820192531,2826
12570,5820425779,2700
12571,5820788341,1173
12572,5821071033,2834
12573,5821323430,2099
12574,5821888992,2285
12575,5822111336,3017
12576,5822522488,3090
12577,5822762566,2468
12578,5823003041,2499
12579,5823598587,2741
12580,5825139967,3046
12581,5825185438,3026
12582,5825347448,2468
12583,5825395859,2468
12584,5825409406,1544
12585,5826152018,2882
12586,5827294199,2450
12587,5827418114,2883
12588,5828236615,2333
12589,5828703966,2902
12590,5828813337,644
12591,5828835290,2481
12592,5829173708,1144
12593,5829389302,2551
12594,5829773800,2844
12595,5829869640,2826
12596,5830034958,2474
12597,5830151903,2915
12598,5830603660,2477
12599,5831133367,2391
12600,5831385061,2460
12601,5831836475,2863
12602,5832169495,2476
12603,5832333801,2432
12604,5832621703,2860
12605,5833325847,768
12606,5833385091,1118
12607,5833957484,2847
12608,5834620850,2482
12609,5835328578,2918
12610,5835491377,2466
12611,5835788294,2773
12612,5836037445,2462
12613,5836116620,2809
12614,5836268423,2844
12615,5836518446,737
12616,5836885122,2399
12617,5837538702,519
12618,5837689799,2485
12619,5838212423,2854
12620,5838672735,590
12621,5841389517,2984
12622,5841669385,603
12623,5842052823,2444
12624,5842498075,2883
12625,5842568757,2455
12626,5842886368,2889
12627,5844813194,2487
12628,5844868659,2472
12629,5845921142,3056
12630,5846022594,2820
12631,5846224134,2401
12632,5846300068,2451
12633,5846670246,2767
12634,5847016497,2166
12635,5847389896,2450
12636,5848012464,3019
12637,5848215637,2489
12638,5848856736,2435
12639,5849276936,2945
12640,5849378746,1232
12641,5849622535,2861
12642,5849841261,3027
12643,5850219585,820
12644,5850363918,2424
12645,5854443981,2376
12646,5854667482,2462
12647,5854747624,2840
12648,5855659065,619
12649,5856109498,2935
12650,5856477933,1736
12651,5857151668,2998
12652,5857669542,2493
12653,5858315480,2861
12654,5858748788,2830
12655,5859502503,2511
12656,5859632149,592
12657,5859833238,580
12658,5859841576,2920
12659,5860279979,2431
12660,5860940145,577
12661,5862385507,2811
12662,5862393943,2863
12663,5862539673,2473
12664,5862666194,2391
12665,5863374181,2864
12666,5863615484,2804
12667,5863937964,3038
12668,5865392848,2443
12669,5865472338,2834
12670,5865782015,856
12671,5866232966,2530
12672,5867980587,2462
12673,5868506706,1063
12674,5869039242,555
12675,5869544858,2480
12676,5869849026,2437
12677,5870210511,2756
12678,5870341048,727
12679,5870523195,812
12680,5870811179,2833
12681,5871483306,2273
12682,5871547320,662
12683,5871830148,2472
12684,5873742628,2869
12685,5874139352,2433
12686,5874874339,858
12687,5875654906,2423
12688,5876450723,2462
12689,5876773711,2482
12690,5877099047,2860
12691,5878460863,707
12692,5878705850,2855
12693,5878780010,2437
12694,5878801533,2883
12695,5878817476,2432
12696,5878818521,2856
12697,5879890660,2498
12698,5880135919,2548
12699,5880276828,1047
12700,5880933257,2291
12701,5880959342,3016
12702,5881128614,1682
12703,5882375627,2407
12704,5882548610,2755
12705,5882611151,2464
12706,5883213878,2525
12707,5883273888,3091
12708,5883341240,2985
12709,5883393919,557
12710,5884709675,2500
12711,5884946819,703
12712,5885054256,938
12713,5886963643,2476
12714,5887299475,3031
12715,5887521043,2473
12716,5887621443,2818
12717,5887662022,3048
12718,5888792301,781
12719,5889420160,2192
12720,5890027445,3038
12721,5890208941,2392
12722,5890776731,2375
12723,5891950932,2530
12724,5892555743,2410
12725,5892744405,2127
12726,5893263400,2445
12727,5893858697,2882
12728,5894137591,2391
12729,5894186890,2854
12730,5894328418,2503
12731,5894735222,2905
12732,5894845446,2376
12733,5894939736,2868
12734,5895512934,2494
12735,5896818277,2497
12736,5897308941,2537
12737,5897787214,2409
12738,5897999716,2454
12739,5898644260,2481
12740,5899131855,2507
12741,5899473051,728
12742,5899712383,3929
12743,5899824907,2457
12744,5899882200,2454
12745,5900218505,2365
12746,5900304107,2776
12747,5901542539,2519
12748,5901700845,531
12749,5902059919,3010
12750,5902152399,2370
12751,5902450530,2881
12752,5903080549,2498
12753,5904456881,1220
12754,5904566767,2837
12755,5905145190,2428
12756,5907412500,2988
12757,5907648579,550
12758,5907818723,2451
12759,5907924264,2482
12760,5907928168,2385
12761,5908497992,3028
12762,5908606290,2430
12763,5908746379,2713
12764,5909007811,2890
12765,5909082869,2868
12766,5909379793,2895
12767,5909823239,1475
12768,5909947466,3064
12769,5909986105,2976
12770,5910530051,804
12771,5910962865,2874
12772,5911066956,2384
12773,5911357946,943
12774,5911734788,2401
12775,5912489986,2520
12776,5912797894,2485
12777,5912943724,2877
12778,5913183542,640
12779,5913222315,2445
12780,5913777248,2947
12781,5914249440,2381
12782,5914571953,2458
12783,5914613723,2349
12784,5915506555,539
12785,5915601262,2473
12786,5915933105,2462
12787,5915970295,1072
12788,5916721579,3047
12789,5916795224,2883
12790,5917238426,2414
12791,5917540413,2888
12792,5917809294,2988
12793,5918152490,2371
12794,5918385536,2470
12795,5918913091,2393
12796,5919103530,2922
12797,5919464806,2549
12798,5919704746,2518
12799,5920283439,527
12800,5920419403,2779
12801,5921543957,2791
12802,5922344605,3020
12803,5922609357,2528
12804,5922614489,2823
12805,5922990088,968
12806,5923067882,2449
12807,5923371848,2523
12808,5923910462,2444
12809,5924534364,2457
12810,5925148462,2382
12811,5925190829,2825
12812,5925704541,3006
12813,5926080966,2424
12814,5927450163,2996
12815,5927522009,2487
12816,5927920692,1913
12817,5928186833,2868
12818,5928389597,2414
12819,5928536759,2292
12820,5928880906,1510
12821,5928940526,2488
12822,5929833243,3046
12823,5930161938,2489
12824,5930859623,2989
12825,5931324947,2837
12826,5932876202,2483
12827,5933795645,2447
12828,5934566761,2435
12829,5935832806,2462
12830,5935856964,2455
12831,5935860879,2879
12832,5936109481,2468
12833,5936500079,1309
12834,5936704705,3038
12835,5936751293,3024
12836,5937457604,2527
12837,5937857817,2990
12838,5938141077,2495
12839,5938199435,2495
12840,5938222074,3020
12841,5938343546,2930
12842,5938573849,2863
12843,5938585421,504
12844,5938906036,2789
12845,5939021373,2881
12846,5939033227,2400
12847,5939405473,2368
12848,5939753524,511
12849,5940117204,2465
12850,5940747217,2354
12851,5940784942,2490
12852,5942302348,606
12853,5942901559,2395
12854,5943415490,1232
12855,5943439100,2180
12856,5943642464,2503
12857,5943760875,2439
12858,5944822684,2497
12859,5945341402,1888
12860,5945524888,599
12861,5946095146,2859
12862,5946457730,3044
12863,5946619962,1587
12864,5946725687,2819
12865,5947159717,1009
12866,5947555805,2867
12867,5947907296,2465
12868,5948113564,3022
12869,5948502930,2453
12870,5949551687,1796
12871,5949629518,2483
12872,5949746243,1574
12873,5950286225,2463
12874,5950769110,840
12875,5951138603,2867
12876,5951761362,2387
12877,5951942312,2429
12878,5952322203,2280
12879,5952332777,3194
12880,5952547528,2415
12881,5952780710,2471
12882,5952855597,2507
12883,5952882799,2408
12884,5953021358,2898
12885,5953344173,2416
12886,5953989715,2479
12887,5955124914,2767
12888,5955365118,2510
12889,5955611700,2440
12890,5957009529,2437
12891,5957688410,2506
12892,5958655683,2473
12893,5959148370,2347
12894,5960010294,2855
12895,5960029165,2440
12896,5960640020,2526
12897,5961376332,2881
12898,5962455323,2453
12899,5962693171,2491
12900,5962784546,2430
12901,5962904659,2482
12902,5963267741,2472
12903,5964457622,2432
12904,5964622671,2997
12905,5965657020,2902
12906,5967305992,2471
12907,5967335573,2858
12908,5967702685,2487
12909,5968481716,2828
12910,5968603605,2873
12911,5968619249,2361
12912,5968664281,2529
12913,5969063599,2389
12914,5969719942,2669
12915,5969728210,2874
12916,5970096293,2373
12917,5970654868,2845
12918,5970784310,2474
12919,5971389748,2330
12920,5971547707,2483
12921,5972145736,2478
12922,5972207359,2327
12923,5972710698,2838
12924,5973860385,2470
12925,5974044893,2385
12926,5974236041,2517
12927,5975471467,2783
12928,5975859825,2432
12929,5976354122,3040
12930,5976580144,2388
12931,5976782103,2457
12932,5976961938,2864
12933,5978171862,2516
12934,5978420914,2746
12935,5978800817,3089
12936,5979813396,2883
12937,5980099499,2869
12938,5980566445,2368
12939,5981249645,2398
12940,5981699113,2995
12941,5981724598,2440
12942,5982886004,2890
12943,5983707420,3036
12944,5984306491,2383
12945,5984383802,2921
12946,5984407247,2899
12947,5984988453,2426
12948,5985861808,2858
12949,5986523306,1455
12950,5987141568,2518
12951,5987230746,2545
12952,5987488552,2760
12953,5987654339,2478
12954,5988247269,2519
12955,5988545650,2839
12956,5988955345,3046
12957,5989800892,2869
12958,5990807348,2455
12959,5991909100,2471
12960,5993051036,2884
12961,5993272161,2834
12962,5993297729,2892
12963,5994038244,2521
12964,5994767830,3055
12965,5995363918,2438
12966,5995724541,2463
12967,5996343067,3093
12968,5996369279,2843
12969,5997043122,583
12970,5998001585,2421
12971,5998439068,2397
12972,5999159480,2824
12973,5999304348,2406
12974,6001420578,2870
12975,6001758927,2376
12976,6001778477,2510
12977,6002385482,2790
12978,6003051105,2884
12979,6003489711,2470
12980,6003546784,2727
12981,6004809426,2862
12982,6005956956,2703
12983,6006358810,2433
12984,6006361132,2457
12985,6006419537,2812
12986,6007005658,2424
12987,6007061880,2437
12988,6008023872,2347
12989,6009574275,2359
12990,6009594541,2492
12991,6009742804,2461
12992,6009814833,3052
12993,6010298812,3000
12994,6011890110,2847
12995,6012485576,2857
12996,6012787836,2430
12997,6012946090,2406
12998,6012964409,2844
12999,6013411465,2447
13000,6015240598,2838
13001,6015887753,2780
13002,6016024341,2471
13003,6016620361,2447
13004,6016660977,3079
13005,6016746693,2828
13006,6016889530,3055
13007,6017254569,2778
13008,6017485826,2373
13009,6018202306,2896
13010,6018432889,2428
13011,6018752652,2401
13012,6019090029,2444
13013,6019871032,2803
13014,6020945345,2436
13015,6021144376,2481
13016,6021690929,2441
13017,6022397760,2413
13018,6022905132,2829
13019,6024700712,3053
13020,6024789015,2525
13021,6025022135,3051
13022,6025100323,2443
13023,6025800618,2968
13024,6025931009,2423
13025,6027658491,2889
13026,6028377177,2458
13027,6029584337,2935
13028,6029801441,2888
13029,6030184681,2904
13030,6030746283,2835
13031,6030945214,2143
13032,6031863476,2542
13033,6032517056,2870
13034,6032708428,2398
13035,6033680314,2427
13036,6033941684,2414
13037,6034603060,2470
13038,6034648837,2507
13039,6035608914,2478
13040,6035780365,2395
13041,6036335335,2470
13042,6036933210,2864
13043,6037920539,2396
13044,6038057985,2469
13045,6038158329,2837
13046,6038543999,2475
13047,6038998439,2509
13048,6040077889,2475
13049,6040300564,2457
13050,6040482427,2839
13051,6040891934,2773
13052,6040967938,2372
13053,6041860104,2418
13054,6041922123,2871
13055,6041991924,2585
13056,6042650757,2519
13057,6043044886,2281
13058,6043584687,2453
13059,6043677441,3002
13060,6044126326,3026
13061,6044600307,2807
13062,6044761104,2793
13063,6045589590,2473
13064,6046665603,3023
13065,6046843933,2872
13066,6047336035,2419
13067,6047450410,2492
13068,6047493502,2719
13069,6048051128,2800
13070,6048162550,2441
13071,6048602293,2836
13072,6048696322,2902
13073,6049570057,2520
13074,6049706873,2476
13075,6050009633,3059
13076,6050905965,2931
13077,6050937087,2730
13078,6053039997,2865
13079,6053162155,3030
13080,6053911708,2965
13081,6055213325,2837
13082,6055288359,2419
13083,6055907744,2855
13084,6057147966,2371
13085,6057335945,2477
13086,6058739247,2448
13087,6059469364,2384
13088,6060277371,2379
13089,6061105241,2755
13090,6061246188,2350
13091,6061793023,2324
13092,6062393026,2772
13093,6062849037,2512
13094,6063164306,3038
13095,6063940494,2478
13096,6063973512,2833
13097,6065364843,2873
13098,6066333673,2406
13099,6066816916,3057
13100,6066978190,2456
13101,6067170897,2533
13102,6067256059,2387
13103,6067991877,2864
13104,6069159854,2442
13105,6069224019,2364
13106,6069548115,2451
13107,6069646451,2879
13108,6070279582,2971
13109,6070438182,2496
13110,6071909388,2756
13111,6071992427,2463
13112,6072247457,2763
13113,6072987689,2886
13114,6073347510,2445
13115,6073747247,2846
13116,6074313767,2391
13117,6074761925,2425
13118,6074840041,2383
13119,6074977179,2838
13120,6075505793,2455
13121,6075978552,2500
13122,6076405142,3107
13123,6076990064,2545
13124,6077199818,2478
13125,6078354533,2402
13126,6078447292,2450
13127,6078462824,2377
13128,6078790431,2446
13129,6079996869,2858
13130,6080032335,2839
13131,6080058536,3041
13132,6081230951,2389
13133,6081399865,3009
13134,6081735280,2353
13135,6082918201,2903
13136,6083128152,2885
13137,6083425383,2481
13138,6083920983,2472
13139,6084426581,2536
13140,6085046596,2503
13141,6085100963,2472
13142,6085174173,2406
13143,6085183418,2482
13144,6086171996,2446
13145,6087408592,2419
13146,6088315513,2414
13147,6089016758,3073
13148,6089379943,2874
13149,6089433342,2867
13150,6090156916,2855
13151,6090270659,2847
13152,6090773349,2802
13153,6091706795,2424
13154,6092101376,2454
13155,6092364339,2779
13156,6092908908,2967
13157,6094055707,2813
13158,6094174589,2877
13159,6094601183,2872
13160,6095872450,2366
13161,6096917916,2453
13162,6097137137,2492
13163,6097502358,2838
13164,6097809343,2838
13165,6098519289,3097
13166,6098731472,2870
13167,6098859570,2424
13168,6099267217,2426
13169,6099749197,2466
13170,6099970691,3075
13171,6100613148,2434
13172,6101125149,2539
13173,6102059314,2491
13174,6102162488,2437
13175,6102245156,2485
13176,6102738512,2694
13177,6103080555,2813
13178,6103141718,2428
13179,6104119007,2824
13180,6105125991,518
13181,6105362072,2394
13182,6106090844,2761
13183,6106238493,2378
13184,6106678569,2537
13185,6106731502,2453
13186,6107866787,2241
13187,6109137274,3065
13188,6110899738,3050
13189,6111495480,2546
13190,6111982970,2512
13191,6112091599,2506
13192,6112242174,2831
13193,6112997272,2473
13194,6113487852,2854
13195,6114254866,2861
13196,6114527973,2421
13197,6114606826,2428
13198,6114886659,2492
13199,6115358020,2866
13200,6115935794,2494
13201,6116580561,2845
13202,6117194646,2784
13203,6117509495,2482
13204,6118423412,2834
13205,6119676344,2454
13206,6120320501,2820
13207,6120614179,2310
13208,6121265317,2855
13209,6121545747,2962
13210,6122239069,2835
13211,6122254407,2356
13212,6122430082,2458
13213,6122498087,2475
13214,6122515982,2837
13215,6122766591,2670
13216,6123185001,2938
13217,6123404297,2899
13218,6123565486,3029
13219,6123724178,2475
13220,6125065475,2883
13221,6125515702,2891
13222,6126268165,2501
13223,6126411863,3072
13224,6126851910,2827
13225,6127881716,2404
13226,6128048030,3055
13227,6128303074,2503
13228,6128505537,2481
13229,6128845852,2447
13230,6129295250,2440
13231,6129349906,2389
13232,6130364368,2805
13233,6130444226,2357
13234,6130805020,2944
13235,6130841637,2313
13236,6131344880,2884
13237,6131734915,2595
13238,6132049091,2851
13239,6133444685,2827
13240,6134253183,2450
13241,6134629160,2500
13242,6134649440,2429
13243,6134684913,2455
13244,6134946849,2453
13245,6136137655,2432
13246,6136874710,2491
13247,6137041556,2696
13248,6137330985,2453
13249,6137707713,3059
13250,6138321781,2940
13251,6141026437,2908
13252,6141295301,2353
13253,6141809150,2435
13254,6141819799,2509
13255,6142066986,2523
13256,6143091936,2464
13257,6143892553,2436
13258,6143908950,2517
13259,6144204570,2466
13260,6144810703,2866
13261,6145225812,3056
13262,6145305877,2489
13263,6145955727,2394
13264,6146445931,2842
13265,6147294936,2641
13266,6147630776,2511
13267,6147742385,2976
13268,6149800331,3052
13269,6150138425,2543
13270,6150174682,2845
13271,6150559504,2851
13272,6150670485,2709
13273,6150704105,2437
13274,6150790531,2525
13275,6151079732,2439
13276,6153607275,2418
13277,6156195448,2487
13278,6156496409,2372
13279,6156675217,2454
13280,6156851950,2498
13281,6157000701,2529
13282,6157260599,2419
13283,6159261661,2843
13284,6160439914,2437
13285,6160569271,2837
13286,6160908085,2496
13287,6161497910,2437
13288,6161811255,2499
13289,6163635876,2774
13290,6163886839,3015
13291,6164103332,1322
13292,6164219128,2814
13293,6164302662,2466
13294,6164312770,2820
13295,6164666590,2475
13296,6166252229,2453
13297,6166703506,2876
13298,6167518258,2451
13299,6167758244,2487
13300,6167766349,2843
13301,6168694348,2415
13302,6170014918,2355
13303,6170396659,2517
13304,6170926144,2726
13305,6171651118,2455
13306,6172003802,3064
13307,6172154769,2446
13308,6173364688,2457
13309,6173877757,2816
13310,6174470144,3068
13311,6174548986,1774
13312,6175409701,3012
13313,6175650978,2691
13314,6175680413,3024
13315,6175971871,2461
13316,6176087190,2851
13317,6176320927,3106
13318,6178037134,2479
13319,6179422554,2069
13320,6180299705,3005
13321,6180603489,2983
13322,6180735370,2403
13323,6180859399,3012
13324,6181180772,2459
13325,6181413630,3018
13326,6181746850,2865
13327,6183020246,2880
13328,6183136610,2470
13329,6183741525,2475
13330,6183788073,2478
13331,6183790875,2444
13332,6185424086,2800
13333,6186189368,3030
13334,6186206205,1461
13335,6186497569,2455
13336,6186575348,3024
13337,6188454848,2865
13338,6188994077,2382
13339,6189984620,2510
13340,6190299712,2451
13341,6190614164,3032
13342,6191229551,2461
13343,6191709611,2483
13344,6191778372,2431
13345,6192457741,2601
13346,6193169034,2344
13347,6194305475,2778
13348,6195720550,2455
13349,6197686048,2458
13350,6197952506,2618
13351,6198370030,2455
13352,6198683133,2856
13353,6198896010,2998
13354,6199185456,2526
13355,6199265346,2450
13356,6199286383,2397
13357,6199571579,2822
13358,6199705684,2389
13359,6200139569,3001
13360,6200274037,2542
13361,6200452943,3050
13362,6200731452,2980
13363,6201163808,2389
13364,6201301205,3048
13365,6201595170,2875
13366,6201604402,2845
13367,6202456270,2402
13368,6202670964,2845
13369,6204713317,2898
13370,6204772883,3044
13371,6205455337,2437
13372,6205680856,2407
13373,6206882313,2854
13374,6207246088,2888
13375,6208061321,2468
13376,6208501069,2498
13377,6208931268,2668
13378,6208951312,2528
13379,6209424916,2393
13380,6210341277,2886
13381,6211413388,3085
13382,6212737588,2852
13383,6212744058,2826
13384,6213664856,2488
13385,6214258531,2839
13386,6214499821,2837
13387,6214620326,2871
13388,6214932176,3043
13389,6215088337,2895
13390,6216794440,2852
13391,6217587150,2557
13392,6218318572,2813
13393,6218377270,2501
13394,6218570375,3058
13395,6218848739,2415
13396,6219509791,3061
13397,6219558587,2436
13398,6220012635,2735
13399,6220995846,2475
13400,6221620188,2457
13401,6221800000,2680
13402,6221970797,2877
13403,6222171889,2845
13404,6222978175,2463
13405,6223317576,2480
13406,6224012544,3010
13407,6224241302,2820
13408,6224288884,2735
13409,6225032536,2405
13410,6225482838,2446
13411,6225781545,2903
13412,6226585269,2903
13413,6226647844,2500
13414,6227915036,2877
13415,6228648407,2466
13416,6228773178,2468
13417,6228915871,2291
13418,6229070531,2377
13419,6229285051,2414
13420,6230532738,2442
13421,6231420606,2342
13422,6231573250,2478
13423,6232992107,2629
13424,6233096526,2885
13425,6234890136,2867
13426,6236255942,3030
13427,6236344619,2483
13428,6237191500,2850
13429,6237258547,2436
13430,6238275113,2403
13431,6238436411,2475
13432,6238609346,2461
13433,6239041638,2431
13434,6239299449,2428
13435,6239308457,3005
13436,6239819023,3025
13437,6240635145,2499
13438,6241485117,2845
13439,6241966332,2494
13440,6242094351,2472
13441,6242180489,2475
13442,6242626742,2837
13443,6243014656,2474
13444,6243169934,2835
13445,6243421896,2577
13446,6243429653,2902
13447,6243654646,3045
13448,6244411906,2487
13449,6245433766,2482
13450,6246204846,2437
13451,6246215720,3029
13452,6246586599,2404
13453,6247151099,2440
13454,6247371979,2843
13455,6247555312,2442
13456,6247656058,2369
13457,6247816259,2456
13458,6248401071,2876
13459,6248880446,2864
13460,6248888648,2988
13461,6249770042,2433
13462,6250471195,2837
13463,6250509589,2507
13464,6250539272,2404
13465,6251051734,2867
13466,6251169742,2398
13467,6251621838,2885
13468,6251687366,2458
13469,6251884506,2868
13470,6252085934,2473
13471,6252461708,3072
13472,6252782126,2478
13473,6253329911,2507
13474,6253797244,2820
13475,6254424892,2844
13476,6254460105,2385
13477,6254761079,2758
13478,6254808640,2837
13479,6254875567,3023
13480,6255476183,2393
13481,6255517283,2669
13482,6255552417,2398
13483,6256190371,2479
13484,6256525660,3062
13485,6256762982,2890
13486,6257087348,2493
13487,6257465017,2460
13488,6258542390,2891
13489,6258693837,2437
13490,6259245276,2888
13491,6259852302,2458
13492,6259857636,2464
13493,6259924421,2460
13494,6259962879,2421
13495,6260283106,2369
13496,6260463187,2419
13497,6260948244,2381
13498,6261594958,2816
13499,6261848816,2984
13500,6261947891,2457
13501,6263091567,2861
13502,6264092671,2443
13503,6264159115,2851
13504,6267891898,2493
13505,6268023770,2481
13506,6268071955,2859
13507,6268149964,2438
13508,6268448299,2909
13509,6269418689,2731
13510,6269459572,2481
13511,6270264700,2994
13512,6271051615,2488
13513,6271769789,2468
13514,6271778686,2472
13515,6272250970,2867
13516,6274230972,2394
13517,6274965498,2845
13518,6275115221,2477
13519,6275654659,2633
13520,6276013422,2520
13521,6276099515,2978
13522,6276436595,2862
13523,6276785958,2468
13524,6277181939,2476
13525,6278399900,2473
13526,6280323942,2498
13527,6280895298,2842
13528,6281171056,3018
13529,6281324003,2902
13530,6281735926,2485
13531,6281859831,2424
13532,6282085383,2462
13533,6282141370,2492
13534,6282278280,3075
13535,6282416948,2405
13536,6282741101,2440
13537,6283407429,2871
13538,6283779799,2473
13539,6284430792,2425
13540,6284656813,2784
13541,6284991604,2440
13542,6286130109,2323
13543,6287577751,3003
13544,6288045756,2473
13545,6288413007,2440
13546,6288625483,2873
13547,6288801509,2495
13548,6288925337,2551
13549,6289654202,2497
13550,6290812747,2896
13551,6290924298,2612
13552,6291130270,2495
13553,6291670384,2451
13554,6291683623,2469
13555,6292146709,2381
13556,6292826426,2428
13557,6293697352,2431
13558,6295202319,2851
13559,6295343084,2613
13560,6295868159,2408
13561,6296216126,2377
13562,6296287125,3047
13563,6297209796,3070
13564,6297547100,2388
13565,6297924811,2813
13566,6298306153,2853
13567,6298486290,2476
13568,6299031245,2463
13569,6299102844,2436
13570,6299657732,2829
13571,6300594287,2308
13572,6300882556,2550
13573,6301093015,2450
13574,6302161430,2817
13575,6303231639,2386
13576,6303423555,2372
13577,6304107639,2484
13578,6304503991,2482
13579,6305116775,3057
13580,6306146591,2890
13581,6306297129,2420
13582,6306598334,3045
13583,6306636200,2405
13584,6308204992,2488
13585,6308635671,2490
13586,6309271586,2921
13587,6310189417,3030
13588,6310251149,2467
13589,6310445030,2429
13590,6310535012,2878
13591,6310548414,2474
13592,6311279138,3068
13593,6311618401,2767
13594,6312609380,2934
13595,6313571872,2487
13596,6313820340,3000
